"Mean Hourly Temperature (°C) for all sites, 01/01/06 thru 12/31/06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2,Boren Mesa,Brumley Ridge,Chicken Creek,Clark Lake,Dinosaur Tracks,East Dark Canyon,Hwy 46 La Sal,Lower Geyser Pass Rd,La Sal Pass Junction,South Beaver Mesa,Warner Meadows
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739,733938,1001871,1001873,733939,625102,1001872,984395,733937,1001874,710736,733935
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512,2866,2354,2473,2863,2598,3253,2317,2503,2377,2537,2869
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2,BOR,BRR,CCR,CLK,DIN,EDC,HWY,LGP,LPJ,SBM,WME
01/06/06 01:00:00.0,-1.44,-0.91,-2.83,-1.29,-1.66,-2.21,-2.82,-0.54,-5.98,-4.17,-6.31,-4.25,-2.13,-2.28,-0.18,-2.52,,-3.85,,,,,,,,,,,
01/06/06 02:00:00.0,-0.99,-0.84,-1.66,-2.75,-1.21,-2.44,-2.98,-0.76,-6.31,-4.17,-5.98,-2.36,-2.44,-2.44,1.02,-2.98,,-3.85,,,,,,,,,,,
01/06/06 03:00:00.0,0.14,-0.01,-2.36,-3.45,-1.06,-2.98,-3.37,0.36,-6.74,-4.17,-5.31,-3.14,-3.21,-1.97,0.80,-3.37,,-3.85,,,,,,,,,,,
01/06/06 04:00:00.0,-0.16,-0.01,-2.05,-3.69,-1.14,-3.61,-3.37,0.43,-7.25,-4.09,-5.23,-3.69,-3.14,-1.66,0.95,-3.85,,-3.85,,,,,,,,,,,
01/06/06 05:00:00.0,0.51,-0.01,-2.05,-3.61,-1.29,-3.21,-3.14,0.58,-7.33,-3.14,-4.50,-3.85,-2.83,-1.67,0.80,-3.85,,-3.85,,,,,,,,,,,
01/06/06 06:00:00.0,0.36,-0.46,-2.21,-3.14,-2.05,-3.29,-2.90,1.09,-7.33,-2.59,-4.09,-4.33,-2.75,-2.05,0.06,-4.01,,-3.85,,,,,,,,,,,
01/06/06 07:00:00.0,0.95,-0.46,-1.29,-1.59,-1.97,-2.59,-2.90,1.46,-7.33,-1.97,-4.90,-4.09,-2.44,-1.74,-1.36,-3.85,,-3.85,,,,,,,,,,,
01/06/06 08:00:00.0,1.10,-0.01,-0.84,-1.59,-1.75,-1.97,-2.44,1.10,-7.08,-1.59,-4.74,-3.77,-1.97,-1.51,-0.01,-2.67,,-3.85,,,,,,,,,,,
01/06/06 09:00:00.0,0.43,-0.01,-1.82,-1.98,-0.61,-2.05,-2.44,-0.01,-6.82,-0.69,-4.58,-4.09,-2.21,-1.51,-0.99,-2.75,,-3.85,,,,,,,,,,,
01/06/06 10:00:00.0,2.24,0.21,-1.98,-2.59,-0.09,-1.82,-2.52,1.02,-6.74,1.02,-4.82,-3.46,-1.97,-1.36,-1.52,-2.82,,-3.85,,,,,,,,,,,
01/06/06 11:00:00.0,5.53,0.80,0.07,-1.67,1.89,-0.39,-1.59,1.53,-5.40,2.17,-3.61,0.20,-0.46,-0.31,2.17,-1.74,,-3.85,,,,,,,,,,,
01/06/06 12:00:00.0,6.01,1.82,0.88,-0.16,2.89,1.24,-0.84,2.10,-3.61,3.60,-1.52,2.60,0.51,0.29,3.03,-0.01,,-3.85,,,,,,,,,,,
01/06/06 13:00:00.0,6.69,2.39,1.39,0.58,3.38,2.39,-0.09,3.80,-1.29,4.57,0.80,3.31,1.17,1.24,3.87,2.10,,-3.85,,,,,,,,,,,
01/06/06 14:00:00.0,7.76,2.46,2.17,2.25,3.81,3.53,0.73,4.64,0.43,3.60,1.96,3.88,2.32,1.60,4.36,3.24,,-3.85,,,,,,,,,,,
01/06/06 15:00:00.0,8.76,2.46,3.52,2.74,4.78,5.26,1.16,5.33,1.31,2.17,2.46,5.33,3.74,1.96,4.50,3.80,,-3.85,,,,,,,,,,,
01/06/06 16:00:00.0,9.09,2.89,4.22,2.25,4.15,4.92,0.36,6.35,0.88,1.67,4.36,5.88,5.06,1.46,3.87,4.22,,-3.85,,,,,,,,,,,
01/06/06 17:00:00.0,7.23,2.89,1.67,1.02,3.24,4.29,0.07,6.28,-0.54,0.80,2.39,4.01,4.57,1.17,2.17,2.68,,-3.85,,,,,,,,,,,
01/06/06 18:00:00.0,4.64,1.46,0.95,-0.16,2.53,2.60,-0.31,4.92,-1.66,0.14,0.36,0.51,2.10,0.88,-0.09,1.60,,-3.85,,,,,,,,,,,
01/06/06 19:00:00.0,2.75,1.53,-0.61,-1.14,2.10,0.95,-0.01,3.46,-2.75,0.29,-0.91,-1.59,0.88,0.58,-1.14,0.29,,-3.85,,,,,,,,,,,
01/06/06 20:00:00.0,2.60,1.60,-0.61,-1.51,1.82,0.22,-0.16,4.43,-3.21,0.21,-1.21,-2.05,0.36,0.88,-1.36,-0.46,,-3.85,,,,,,,,,,,
01/06/06 21:00:00.0,3.03,2.03,0.29,-1.82,2.10,-0.01,0.14,4.22,-3.37,-0.24,-1.06,-1.97,0.07,1.31,0.13,-0.24,,-3.85,,,,,,,,,,,
01/06/06 22:00:00.0,2.10,1.96,0.06,-1.74,2.39,-0.24,-0.01,3.74,-3.77,-0.76,-1.14,-1.74,-0.16,1.67,2.74,-1.06,,-3.85,,,,,,,,,,,
01/06/06 23:00:00.0,2.60,1.53,-0.46,-2.59,2.46,-0.31,0.29,3.95,-4.01,0.22,-1.29,-2.13,-0.31,1.24,3.38,-1.36,,-3.85,,,,,,,,,,,
01/07/06 00:00:00.0,2.53,0.80,-0.99,-3.14,1.60,-1.06,0.07,2.89,-4.33,0.36,0.21,-2.36,-1.29,0.88,3.24,-1.74,,-3.85,,,,,,,,,,,
01/07/06 01:00:00.0,2.68,0.88,-1.06,-1.98,1.02,-1.06,0.88,2.75,-3.93,0.36,-0.61,-1.90,-1.51,0.44,2.25,-1.89,,-3.85,,,,,,,,,,,
01/07/06 02:00:00.0,2.68,0.80,-1.29,-1.90,1.38,0.21,1.53,2.46,-3.06,0.36,1.53,0.95,-1.21,0.22,2.75,-1.59,,-3.85,,,,,,,,,,,
01/07/06 03:00:00.0,2.32,0.29,-1.36,-2.59,1.46,0.06,1.46,1.46,-1.60,-0.01,1.89,1.74,-1.59,0.29,2.75,-1.97,,-4.25,,,,,,,,,,,
01/07/06 04:00:00.0,2.60,0.07,-1.14,-0.69,2.39,0.80,1.09,0.58,-0.84,0.07,2.10,2.32,-1.82,0.14,2.17,-0.91,,-4.33,,,,,,,,,,,
01/07/06 05:00:00.0,2.32,-0.24,-1.29,0.29,2.39,0.95,0.21,-0.01,-0.16,0.36,2.03,1.96,-1.97,-0.39,1.60,0.73,,-4.33,,,,,,,,,,,
01/07/06 06:00:00.0,2.46,-0.46,-1.29,0.29,2.25,0.80,0.14,-0.10,0.29,0.29,1.89,1.67,-2.05,-0.91,1.46,0.88,,-4.82,,,,,,,,,,,
01/07/06 07:00:00.0,2.68,-0.99,-1.29,0.07,1.39,0.73,0.07,1.15,0.44,0.21,1.60,1.31,-1.82,-1.36,1.10,0.66,,-4.82,,,,,,,,,,,
01/07/06 08:00:00.0,2.10,-1.14,-1.14,-0.16,0.66,0.58,-0.16,-0.01,-0.24,-0.61,1.39,1.10,-1.82,-1.82,0.44,0.29,,-4.82,,,,,,,,,,,
01/07/06 09:00:00.0,1.60,-1.51,-1.29,-0.39,0.22,-0.16,-0.39,-0.31,-0.09,-0.46,1.02,0.29,-2.05,-2.13,0.07,0.07,,-5.31,,,,,,,,,,,
01/07/06 10:00:00.0,1.60,-2.13,-1.74,-0.99,0.44,-0.61,-1.06,2.55,-0.24,-0.24,0.44,-0.16,-2.75,-2.44,-0.01,-0.16,,-5.48,,,,,,,,,,,
01/07/06 11:00:00.0,3.66,-2.21,-1.21,-1.36,0.95,-0.91,-1.44,5.44,-0.24,0.21,0.29,-0.16,-2.13,-2.82,-0.16,-0.09,,-5.81,,,,,,,,,,,
01/07/06 12:00:00.0,4.50,-2.82,-0.84,-1.51,1.67,-0.84,-1.21,7.50,-0.01,0.29,0.36,0.14,-1.36,-2.90,-0.24,0.66,,-5.81,,,,,,,,,,,
01/07/06 13:00:00.0,5.19,-2.82,-0.46,-1.14,2.95,-0.61,-0.76,8.03,0.22,-0.16,0.51,0.44,-0.39,-2.90,-0.24,2.17,,-5.81,,,,,,,,,,,
01/07/06 14:00:00.0,4.08,-3.29,-1.51,-1.51,1.31,-0.99,-1.21,7.76,-0.01,-0.46,-0.09,-0.24,-1.14,-3.53,-0.61,1.17,,-5.81,,,,,,,,,,,
01/07/06 15:00:00.0,4.29,-3.53,-1.67,-1.74,0.88,-0.84,-1.59,7.90,-0.16,-1.29,-0.39,-0.46,-1.14,-4.25,-1.21,1.31,,-6.31,,,,,,,,,,,
01/07/06 16:00:00.0,4.78,-3.53,-1.14,-1.51,0.80,-0.91,-1.82,8.50,-0.31,-2.13,-0.09,-0.24,-0.46,-4.66,-1.59,2.74,,-6.31,,,,,,,,,,,
01/07/06 17:00:00.0,3.67,-3.93,-3.06,-1.74,-0.54,-1.51,-2.44,8.16,-0.91,-2.98,-0.76,-1.21,-0.76,-5.31,-2.13,1.74,,-6.31,,,,,,,,,,,
01/07/06 18:00:00.0,2.17,-4.58,-3.85,-2.59,-1.74,-2.52,-3.14,7.36,-1.66,-3.53,-1.89,-2.75,-2.83,-5.39,-2.59,-0.16,,-6.31,,,,,,,,,,,
01/07/06 19:00:00.0,-0.54,-5.40,-4.66,-3.77,-2.44,-3.85,-3.69,5.61,-2.36,-4.09,-2.67,-3.53,-4.50,-6.06,-3.21,-1.98,,-6.48,,,,,,,,,,,
01/07/06 20:00:00.0,-1.97,-6.14,-5.31,-4.66,-2.82,-4.82,-4.41,4.99,-2.82,-4.82,-3.21,-4.17,-5.73,-6.65,-3.53,-2.82,,-7.68,,,,,,,,,,,
01/07/06 21:00:00.0,-2.90,-6.40,-5.73,-5.15,-3.14,-5.31,-4.98,4.57,-3.21,-5.23,-3.77,-4.82,-6.40,-6.82,-3.85,-3.45,,-8.29,,,,,,,,,,,
01/07/06 22:00:00.0,-3.06,-6.48,-6.31,-5.31,-3.37,-5.81,-5.23,4.43,-3.53,-5.56,-3.85,-5.31,-6.82,-6.91,-4.09,-3.85,,-8.20,,,,,,,,,,,
01/07/06 23:00:00.0,-3.45,-6.48,-6.74,-5.90,-3.69,-6.23,-5.48,4.15,-3.93,-5.89,-3.85,-5.81,-7.16,-7.33,-4.33,-4.50,,-7.59,,,,,,,,,,,
01/08/06 00:00:00.0,-3.53,-6.91,-7.08,-8.38,-3.93,-6.65,-6.23,3.74,-5.07,-6.40,-4.25,-6.31,-7.33,-7.68,-4.66,-6.15,,-7.33,,,,,,,,,,,
01/08/06 01:00:00.0,-3.77,-7.33,-7.25,-9.37,-4.33,-6.82,-6.06,3.60,-6.14,-6.82,-4.74,-6.74,-7.85,-7.85,-4.82,-6.82,,-7.85,,,,,,,,,,,
01/08/06 02:00:00.0,-4.58,-7.42,-7.76,-8.12,-4.33,-7.33,-6.57,3.03,-6.48,-7.33,-5.23,-6.82,-8.12,-8.20,-5.07,-6.65,,-7.68,,,,,,,,,,,
01/08/06 03:00:00.0,-4.82,-7.85,-7.85,-7.42,-4.25,-7.76,-6.74,2.46,-5.98,-7.33,-5.31,-7.16,-8.65,-8.73,-5.48,-6.06,,-7.33,,,,,,,,,,,
01/08/06 04:00:00.0,-5.31,-8.29,-8.20,-7.33,-4.66,-8.29,-6.82,2.10,-6.14,-7.50,-5.15,-7.33,-9.19,-9.00,-5.89,-6.06,,-7.25,,,,,,,,,,,
01/08/06 05:00:00.0,-4.98,-8.38,-8.38,-7.33,-4.82,-8.38,-7.25,1.89,-5.81,-7.94,-5.31,-7.76,-9.46,-9.46,-6.31,-5.81,,-6.82,,,,,,,,,,,
01/08/06 06:00:00.0,-5.23,-8.91,-8.83,-7.68,-5.31,-8.56,-7.59,1.31,-6.14,-7.85,-5.73,-7.94,-9.55,-9.74,-6.40,-6.14,,-6.82,,,,,,,,,,,
01/08/06 07:00:00.0,-6.40,-9.46,-9.46,-8.20,-5.73,-9.28,-7.85,1.17,-6.74,-7.85,-6.31,-8.56,-10.01,-10.01,-6.82,-6.74,,-6.65,,,,,,,,,,,
01/08/06 08:00:00.0,-5.89,-9.19,-9.28,-7.85,-5.81,-9.28,-7.85,1.17,-6.82,-7.85,-6.31,-8.38,-9.83,-10.01,-6.82,-6.31,,-6.31,,,,,,,,,,,
01/08/06 09:00:00.0,-6.23,-9.46,-9.19,-8.12,-6.06,-9.09,-8.03,0.66,-6.91,-7.08,-6.40,-8.56,-9.64,-10.29,-6.99,-6.48,,-6.31,,,,,,,,,,,
01/08/06 10:00:00.0,-5.73,-9.46,-9.19,-8.38,-6.31,-9.37,-8.38,0.29,-6.99,-6.82,-6.82,-8.38,-9.92,-10.56,-7.08,-6.82,,-6.06,,,,,,,,,,,
01/08/06 11:00:00.0,-4.98,-9.74,-8.65,-8.38,-6.14,-8.47,-8.56,0.07,-6.48,-6.15,-6.82,-7.50,-8.83,-10.56,-6.74,-6.40,,-5.81,,,,,,,,,,,
01/08/06 12:00:00.0,-2.36,-10.01,-8.38,-7.85,-5.23,-8.38,-8.73,0.65,-6.57,-6.06,-6.48,-6.99,-7.86,-10.66,-6.57,-5.73,,-5.81,,,,,,,,,,,
01/08/06 13:00:00.0,-1.59,-9.19,-7.08,-7.25,-2.85,-7.59,-8.03,1.82,-6.23,-5.64,-5.64,-5.82,-6.57,-10.38,-6.40,-3.61,,-5.31,,,,,,,,,,,
01/08/06 14:00:00.0,-1.67,-9.28,-6.99,-6.65,-4.25,-7.08,-8.38,2.03,-6.06,-6.74,-5.73,-6.48,-6.31,-10.47,-6.82,-3.29,,-5.73,,,,,,,,,,,
01/08/06 15:00:00.0,-2.13,-9.64,-8.20,-7.25,-4.33,-7.50,-8.65,1.67,-6.23,-7.77,-6.31,-6.91,-6.82,-10.47,-7.68,-4.17,,-5.39,,,,,,,,,,,
01/08/06 16:00:00.0,-2.44,-10.29,-9.37,-8.03,-5.23,-8.56,-8.91,1.02,-6.74,-9.01,-7.16,-8.03,-8.12,-10.94,-8.38,-5.48,,-5.73,,,,,,,,,,,
01/08/06 17:00:00.0,-4.25,-11.04,-10.19,-9.01,-6.65,-9.55,-9.74,0.36,-7.33,-9.92,-8.03,-8.91,-9.19,-11.51,-8.83,-6.65,,-5.64,,,,,,,,,,,
01/08/06 18:00:00.0,-5.39,-12.00,-11.23,-10.10,-8.03,-10.66,-10.56,-0.39,-8.20,-10.47,-9.01,-10.01,-10.38,-12.39,-9.74,-7.85,,-5.31,,,,,,,,,,,
01/08/06 19:00:00.0,-6.23,-12.39,-12.19,-10.85,-9.19,-11.42,-11.13,-1.06,-8.82,-11.32,-9.46,-11.04,-11.51,-13.39,-10.66,-8.38,,-5.31,,,,,,,,,,,
01/08/06 20:00:00.0,-7.08,-12.88,-12.49,-11.13,-9.64,-11.70,-11.13,-1.90,-9.00,-12.09,-10.01,-11.13,-12.29,-13.80,-11.13,-8.65,,-5.31,,,,,,,,,,,
01/08/06 21:00:00.0,-8.03,-13.39,-13.39,-11.70,-10.47,-12.19,-11.80,-2.59,-9.92,-12.68,-10.38,-11.70,-12.88,-14.63,-11.80,-9.28,,-5.31,,,,,,,,,,,
01/08/06 22:00:00.0,-9.55,-14.21,-13.80,-12.39,-11.04,-12.99,-12.68,-3.45,-10.85,-12.98,-11.13,-12.59,-13.59,-15.37,-12.49,-10.19,,-5.31,,,,,,,,,,,
01/08/06 23:00:00.0,-10.47,-14.73,-14.73,-13.49,-12.09,-13.90,-13.39,-4.33,-11.61,-13.49,-12.09,-13.49,-14.63,-16.02,-13.19,-11.04,,-5.31,,,,,,,,,,,
01/09/06 00:00:00.0,-10.85,-14.94,-14.73,-14.10,-12.29,-14.00,-13.49,-4.49,-11.90,-13.49,-12.00,-13.69,-14.63,-16.13,-13.49,-10.85,,-5.31,,,,,,,,,,,
01/09/06 01:00:00.0,-11.61,-15.36,-14.73,-14.10,-12.49,-14.21,-13.80,-5.31,-12.39,-13.59,-12.39,-13.80,-14.73,-16.13,-13.80,-11.61,,-5.31,,,,,,,,,,,
01/09/06 02:00:00.0,-11.23,-16.35,-15.59,-15.05,-13.39,-14.84,-14.42,-5.39,-13.08,-14.84,-14.53,-15.16,-15.58,-17.13,-14.63,-12.59,,-5.31,,,,,,,,,,,
01/09/06 03:00:00.0,-11.70,-16.68,-16.02,-15.15,-14.21,-15.36,-15.59,-5.81,-14.74,-15.91,-15.80,-15.91,-16.02,-17.36,-16.35,-13.29,,-5.31,,,,,,,,,,,
01/09/06 04:00:00.0,-12.09,-16.02,-16.02,-14.73,-13.80,-14.63,-15.48,-5.81,-13.39,-16.35,-16.68,-14.63,-15.36,-17.25,-15.26,-12.98,,-4.98,,,,,,,,,,,
01/09/06 05:00:00.0,-11.32,-16.02,-16.02,-13.90,-13.80,-13.90,-16.02,-5.64,-15.05,-16.35,-16.79,-13.70,-14.73,-16.24,-16.91,-12.78,,-4.82,,,,,,,,,,,
01/09/06 06:00:00.0,-11.13,-14.31,-14.42,-12.29,-14.42,-12.79,-15.48,-5.64,-15.91,-16.68,-17.25,-12.89,-13.39,-15.26,-16.48,-11.13,,-4.82,,,,,,,,,,,
01/09/06 07:00:00.0,-10.67,-13.90,-14.52,-11.42,-14.73,-13.20,-14.84,-5.81,-16.35,-16.14,-18.29,-14.52,-13.29,-15.26,-16.03,-11.04,,-4.82,,,,,,,,,,,
01/09/06 08:00:00.0,-11.84,-14.21,-14.21,-12.20,-14.31,-12.20,-14.11,-5.81,-16.79,-11.44,-17.94,-14.84,-12.69,-14.73,-14.75,-11.71,,-4.82,,,,,,,,,,,
01/09/06 09:00:00.0,-12.59,-13.91,-14.10,-12.00,-14.10,-11.80,-11.71,-5.81,-17.02,-8.38,-17.71,-15.48,-12.00,-14.31,-15.36,-12.09,,-4.82,,,,,,,,,,,
01/09/06 10:00:00.0,-11.14,-11.83,-11.91,-10.66,-12.79,-10.29,-10.75,-5.81,-15.59,-9.01,-16.91,-14.02,-11.13,-12.40,-10.22,-10.57,,-4.82,,,,,,,,,,,
01/09/06 11:00:00.0,-7.78,-10.10,-9.64,-10.38,-10.29,-8.56,-10.38,-6.23,-14.21,-8.03,-15.70,-9.37,-9.46,-9.64,-7.85,-10.01,,-4.82,,,,,,,,,,,
01/09/06 12:00:00.0,-5.56,-9.46,-7.95,-9.37,-7.86,-7.85,-10.48,-5.16,-11.51,-7.08,-12.23,-7.27,-8.03,-8.29,-7.25,-10.29,,-4.82,,,,,,,,,,,
01/09/06 13:00:00.0,-4.58,-8.47,-6.15,-8.47,-4.21,-7.25,-9.92,-3.37,-10.57,-7.42,-8.65,-5.01,-6.74,-7.85,-6.65,-7.51,,-4.82,,,,,,,,,,,
01/09/06 14:00:00.0,-2.67,-8.38,-4.90,-6.66,-5.48,-6.15,-9.92,-3.14,-9.28,-7.33,-6.99,-5.07,-6.06,-9.10,-5.16,-7.16,,-4.82,,,,,,,,,,,
01/09/06 15:00:00.0,-2.36,-9.00,-4.90,-6.40,-5.56,-4.42,-9.74,-2.36,-9.00,-7.50,-6.82,-5.56,-5.81,-9.64,-10.01,-6.65,,-4.82,,,,,,,,,,,
01/09/06 16:00:00.0,-2.36,-9.46,-4.98,-7.33,-6.06,-5.82,-9.74,-1.66,-9.00,-8.20,-6.91,-4.42,-6.06,-10.85,-10.66,-6.07,,-4.82,,,,,,,,,,,
01/09/06 17:00:00.0,-2.75,-9.46,-7.17,-8.38,-6.65,-6.91,-10.47,-1.06,-9.92,-9.46,-7.50,-7.71,-6.14,-11.04,-12.00,-8.03,,-4.82,,,,,,,,,,,
01/09/06 18:00:00.0,-4.50,-9.46,-9.28,-10.57,-7.42,-7.50,-10.94,-1.44,-11.13,-10.75,-9.65,-11.13,-6.74,-10.85,-12.68,-9.01,,-4.82,,,,,,,,,,,
01/09/06 19:00:00.0,-7.42,-9.19,-11.14,-12.19,-8.47,-9.10,-10.94,-3.77,-12.89,-11.70,-11.90,-12.79,-8.56,-10.19,-13.39,-10.01,,-4.82,,,,,,,,,,,
01/09/06 20:00:00.0,-7.85,-8.65,-10.85,-12.59,-8.38,-10.66,-11.13,-4.90,-14.10,-11.61,-13.19,-13.19,-10.10,-9.92,-12.30,-11.23,,-4.82,,,,,,,,,,,
01/09/06 21:00:00.0,-7.94,-8.73,-11.04,-13.08,-8.47,-11.13,-10.75,-4.90,-14.84,-12.29,-13.49,-12.88,-11.04,-9.55,-12.29,-11.70,,-4.82,,,,,,,,,,,
01/09/06 22:00:00.0,-7.85,-8.56,-11.70,-13.29,-8.73,-11.51,-10.75,-4.17,-15.36,-12.59,-13.49,-13.29,-11.23,-9.46,-11.13,-12.19,,-4.82,,,,,,,,,,,
01/09/06 23:00:00.0,-8.03,-7.94,-11.23,-13.39,-9.00,-11.80,-11.04,-4.66,-15.36,-12.29,-13.19,-12.59,-11.70,-9.00,-10.39,-12.09,,-4.82,,,,,,,,,,,
01/10/06 00:00:00.0,-7.50,-8.38,-11.32,-13.08,-8.91,-12.09,-11.13,-4.58,-15.36,-12.39,-13.49,-12.19,-11.70,-8.91,-8.74,-12.19,,-4.82,,,,,,,,,,,
01/10/06 01:00:00.0,-7.33,-8.65,-10.94,-13.49,-8.20,-11.61,-10.85,-4.58,-15.36,-12.49,-11.52,-11.13,-11.70,-8.91,-7.59,-12.19,,-4.82,,,,,,,,,,,
01/10/06 02:00:00.0,-6.65,-8.47,-10.85,-13.80,-7.85,-11.42,-11.13,-4.33,-15.36,-12.39,-9.74,-11.42,-11.70,-8.73,-6.99,-11.90,,-4.49,,,,,,,,,,,
01/10/06 03:00:00.0,-7.16,-8.83,-10.57,-13.49,-7.16,-11.13,-11.13,-5.23,-14.73,-12.59,-8.56,-10.76,-11.70,-9.09,-6.57,-12.09,,-4.33,,,,,,,,,,,
01/10/06 04:00:00.0,-6.99,-8.03,-10.47,-13.49,-7.16,-11.32,-10.75,-5.07,-14.73,-12.19,-7.60,-11.04,-11.70,-8.47,-5.48,-11.70,,-4.33,,,,,,,,,,,
01/10/06 05:00:00.0,-6.91,-7.50,-10.01,-12.98,-6.82,-10.85,-10.10,-5.73,-14.73,-11.80,-7.08,-10.94,-11.13,-8.38,-5.31,-11.32,,-4.33,,,,,,,,,,,
01/10/06 06:00:00.0,-7.33,-7.68,-9.83,-12.49,-6.48,-10.94,-10.19,-5.56,-14.73,-10.94,-7.42,-11.32,-11.13,-8.12,-5.23,-11.13,,-4.33,,,,,,,,,,,
01/10/06 07:00:00.0,-6.99,-7.76,-10.01,-12.29,-6.74,-11.13,-9.92,-5.64,-14.73,-10.47,-7.85,-11.70,-11.23,-7.68,-5.56,-11.13,,-4.33,,,,,,,,,,,
01/10/06 08:00:00.0,-6.57,-7.16,-9.92,-12.00,-6.57,-10.47,-9.28,-5.48,-14.73,-9.28,-8.20,-11.51,-11.13,-7.33,-5.65,-10.75,,-4.33,,,,,,,,,,,
01/10/06 09:00:00.0,-6.31,-6.91,-9.83,-11.42,-6.06,-10.01,-9.37,-4.90,-14.52,-7.85,-8.73,-11.32,-10.66,-6.74,-7.08,-10.56,,-4.33,,,,,,,,,,,
01/10/06 10:00:00.0,-3.96,-5.57,-8.47,-11.04,-5.07,-9.01,-8.91,-4.74,-13.90,-6.23,-8.56,-9.65,-9.64,-5.98,-5.73,-9.92,,-4.33,,,,,,,,,,,
01/10/06 11:00:00.0,-0.69,-3.77,-6.32,-9.83,-3.22,-7.68,-8.20,-4.66,-12.79,-4.10,-8.73,-5.90,-8.38,-4.66,-2.13,-9.19,,-4.33,,,,,,,,,,,
01/10/06 12:00:00.0,0.07,-3.14,-3.62,-8.83,-1.67,-5.65,-7.33,-3.39,-10.48,-2.75,-5.66,-2.93,-5.66,-4.01,-1.14,-7.70,,-4.33,,,,,,,,,,,
01/10/06 13:00:00.0,1.02,-2.67,-1.44,-7.68,0.25,-3.69,-6.82,-1.51,-8.30,-2.05,-3.30,-0.71,-2.67,-3.61,-0.24,-3.85,,-4.33,,,,,,,,,,,
01/10/06 14:00:00.0,1.16,-3.06,-1.36,-4.42,-0.99,-2.44,-5.64,-0.84,-6.23,-1.97,-2.21,-1.21,-1.67,-3.93,0.56,-3.06,,-4.33,,,,,,,,,,,
01/10/06 15:00:00.0,2.82,-2.82,-0.84,-2.52,-0.76,-0.61,-4.82,0.80,-4.66,-3.14,-0.91,-0.46,-0.54,-3.85,-1.44,-2.21,,-4.33,,,,,,,,,,,
01/10/06 16:00:00.0,1.53,-2.90,-1.59,-2.75,-1.44,-1.36,-4.33,-0.09,-4.17,-4.33,-0.46,-0.76,-0.99,-4.17,-1.21,-1.74,,-4.58,,,,,,,,,,,
01/10/06 17:00:00.0,0.36,-3.21,-3.30,-3.70,-2.05,-2.05,-5.31,0.80,-5.15,-5.56,-0.09,-1.90,-1.21,-4.49,-1.59,-2.75,,-4.82,,,,,,,,,,,
01/10/06 18:00:00.0,-1.44,-3.45,-4.41,-5.48,-2.59,-2.75,-5.89,-0.09,-6.57,-6.31,-1.59,-3.37,-2.99,-4.82,-1.89,-4.42,,-4.82,,,,,,,,,,,
01/10/06 19:00:00.0,-3.69,-3.93,-4.98,-7.51,-2.82,-4.50,-6.31,-2.36,-8.12,-6.82,-2.28,-4.58,-4.74,-4.74,-2.20,-5.73,,-4.82,,,,,,,,,,,
01/10/06 20:00:00.0,-3.61,-3.45,-5.81,-8.47,-2.90,-5.81,-6.31,-2.98,-9.28,-7.16,-2.83,-6.06,-5.56,-4.33,-1.82,-6.74,,-4.82,,,,,,,,,,,
01/10/06 21:00:00.0,-2.90,-3.45,-5.56,-8.82,-2.75,-6.31,-6.31,-2.13,-10.01,-7.42,-3.14,-6.65,-5.89,-4.01,-0.99,-6.99,,-4.66,,,,,,,,,,,
01/10/06 22:00:00.0,-3.14,-3.37,-5.15,-9.28,-2.90,-6.74,-6.23,-2.36,-10.47,-8.03,-2.83,-6.65,-6.31,-4.17,-0.76,-7.33,,-4.33,,,,,,,,,,,
01/10/06 23:00:00.0,-3.45,-3.69,-5.81,-9.55,-2.75,-6.82,-6.23,-2.75,-10.56,-8.20,-3.14,-7.50,-6.65,-3.85,-0.61,-7.59,,-4.41,,,,,,,,,,,
01/11/06 00:00:00.0,-4.09,-3.77,-6.40,-9.55,-2.05,-7.42,-6.14,-2.98,-11.13,-8.65,-3.29,-8.29,-6.99,-3.85,-0.39,-7.85,,-5.48,,,,,,,,,,,
01/11/06 01:00:00.0,-4.17,-3.69,-6.82,-9.92,-1.82,-7.85,-5.81,-3.37,-11.13,-8.39,-3.06,-9.37,-7.33,-3.69,-0.24,-8.20,,-6.48,,,,,,,,,,,
01/11/06 02:00:00.0,-4.01,-3.37,-6.23,-10.19,-1.51,-7.77,-5.56,-3.77,-11.13,-6.40,-2.75,-8.39,-7.68,-3.37,-0.16,-8.65,,-7.25,,,,,,,,,,,
01/11/06 03:00:00.0,-3.77,-3.53,-5.48,-10.01,-1.06,-6.15,-5.40,-3.53,-10.29,-6.91,-2.13,-5.89,-7.59,-3.69,-0.39,-8.73,,-8.20,,,,,,,,,,,
